Wall time,Step,Value
1764872792.203198,2455,1.8026989698410034
1764872792.8453681,2460,1.6643705368041992
1764872796.018039,2485,1.467381477355957
1764872796.143745,2486,1.152191162109375
1764872797.3996632,2496,1.1581306457519531
1764872797.651178,2498,1.2601778507232666
1764872798.280643,2503,1.0163483619689941
1764872800.0567129,2517,1.7221142053604126
1764872800.80544,2523,0.8521003723144531
1764872801.934308,2532,1.8083996772766113
1764872803.822092,2547,1.344190239906311
1764872804.5737731,2553,1.535215973854065
1764872811.25821,2606,1.2002501487731934
1764872821.248055,2685,1.560669183731079
1764872823.518992,2703,1.151631236076355
1764872828.363117,2740,1.053062915802002
1764872830.129117,2754,1.5798804759979248
1764872834.6195352,2789,1.5684738159179688
1764872845.035786,2872,1.4488173723220825
1764872848.0967731,2896,1.267470359802246
1764872857.0201669,2967,1.5353835821151733
1764872858.0372941,2975,1.3081161975860596
1764872862.611152,3011,1.432840347290039
1764872866.087123,3038,1.1716032028198242
1764872866.518642,3041,1.1134685277938843
1764872873.920751,3099,1.0887104272842407
1764872881.787509,3161,1.5413795709609985
1764872883.854811,3177,1.0255146026611328
1764872886.292854,3195,1.2575619220733643
1764872886.417374,3196,1.4643112421035767
1764872890.6595259,3230,1.2352347373962402
1764872891.9041128,3240,1.572860836982727
1764872892.27817,3243,1.278213381767273
1764872892.402872,3244,1.1569937467575073
1764872892.6507971,3246,1.2662957906723022
1764872892.775239,3247,1.5567512512207031
1764872900.1758878,3305,1.5634450912475586
1764872905.2157261,3345,1.5708757638931274
1764872909.148245,3376,1.2320661544799805
1764872912.512853,3403,1.0654826164245605
1764872913.135324,3408,1.2851238250732422
1764872915.937933,3430,1.1666758060455322
1764872918.390153,3449,1.9149606227874756
1764872920.266069,3464,1.3998754024505615
1764872922.261624,3480,1.3430179357528687
1764872925.881432,3509,1.6968271732330322
1764872926.2675042,3512,0.889843225479126
1764872929.755975,3537,1.281404972076416
1764872937.972545,3600,1.6358026266098022
1764872940.274545,3618,1.1376994848251343
1764872940.526905,3620,1.4899380207061768
1764872940.779686,3622,1.3331903219223022
1764872941.5481238,3628,1.3928505182266235
1764872945.2172968,3656,1.2399488687515259
1764872947.025049,3670,1.513110637664795
1764872954.2588348,3726,1.2286098003387451
1764872954.769557,3730,1.548363447189331
1764872956.182979,3741,1.0871760845184326
1764872962.879157,3793,1.0292754173278809
1764872965.567211,3814,1.4143198728561401
1764872966.208477,3819,0.8085817098617554
1764872966.4699872,3821,1.333710789680481
1764872967.7545578,3831,0.7108550071716309
1764872972.028516,3864,1.3687082529067993
1764872973.5709949,3876,1.4479643106460571
1764872980.342453,3928,1.3321539163589478
1764872983.957984,3956,1.0522375106811523
1764872987.597708,3984,0.9861053228378296
1764873037.756691,4022,1.6223070621490479
1764873039.1619148,4033,1.3859219551086426
1764873039.5413702,4036,1.1132924556732178
1764873046.801491,4093,0.9062227010726929
1764873047.434711,4098,1.1819928884506226
1764873048.836691,4109,1.1225112676620483
1764873058.406668,4182,1.1338921785354614
1764873060.015924,4194,1.108834147453308
1764873060.266698,4196,1.1466974020004272
1764873060.900993,4201,1.334467887878418
1764873061.029456,4202,1.2263410091400146
1764873064.275629,4227,1.3005138635635376
1764873064.926055,4232,0.9395188689231873
1764873065.306101,4235,2.0981521606445312
1764873066.342514,4243,1.0306717157363892
1764873068.873548,4263,1.4582805633544922
1764873069.249215,4266,1.6953071355819702
1764873071.244416,4282,1.386724829673767
1764873074.018101,4304,1.5023471117019653
1764873075.6713338,4317,1.517293930053711
1764873075.920665,4319,1.0937659740447998
1764873082.3925061,4369,1.3066577911376953
1764873085.538207,4393,1.446485161781311
1764873086.4330702,4400,1.0986876487731934
1764873087.202155,4406,1.108816385269165
1764873090.427417,4430,1.0224941968917847
1764873090.8179898,4433,1.0075737237930298
1764873098.493654,4492,1.3749489784240723
1764873100.7021298,4509,0.8145622611045837
1764873103.444013,4530,1.8079272508621216
1764873109.6084921,4578,1.4128212928771973
1764873110.004034,4581,1.4667245149612427
1764873112.038802,4597,1.7201688289642334
1764873115.937074,4628,1.378607988357544
1764873119.43639,4656,0.9785386919975281
1764873120.4496331,4664,1.2050068378448486
1764873120.952023,4668,1.3704580068588257
1764873121.989553,4676,1.3949456214904785
1764873126.711957,4713,1.2239985466003418
1764873127.3504598,4718,1.3259787559509277
1764873131.500323,4750,1.6655546426773071
1764873132.524232,4758,1.3651502132415771
1764873133.702153,4767,1.1682140827178955
1764873136.442035,4788,1.5238072872161865
1764873137.970103,4800,1.4755157232284546
1764873138.2239208,4802,1.3960503339767456
1764873143.069984,4840,1.667191743850708
1764873144.590411,4852,1.2940733432769775
1764873149.992158,4894,1.388872742652893
1764873158.779396,4962,1.1643686294555664
1764873159.9044669,4971,1.7108144760131836
1764873160.280598,4974,1.1287215948104858
1764873169.900172,5050,1.182463526725769
1764873170.150421,5052,1.4538283348083496
1764873170.273983,5053,1.8143644332885742
1764873177.042995,5106,1.540941596031189
1764873180.597454,5134,1.1477255821228027
1764873189.2812622,5200,1.1406880617141724
1764873194.225549,5239,1.3517889976501465
1764873205.647,5329,2.098818302154541
1764873207.676367,5345,1.5377883911132812
1764873209.467115,5359,1.242822527885437
1764873217.32698,5420,1.6036678552627563
1764873220.2457979,5442,0.9598262310028076
1764873226.836362,5495,0.9594718813896179
1764873229.332006,5515,1.291595458984375
1764873229.579836,5517,1.7018635272979736
1764873233.539266,5549,1.096879005432129
1764873236.5050318,5573,1.2303504943847656
1764873238.2462,5587,1.0316437482833862
1764873243.631404,5630,1.2321683168411255
1764873247.249814,5658,1.1571904420852661
1764873247.498872,5660,1.0431567430496216
1764873247.998708,5664,1.4005012512207031
1764873249.86285,5679,1.4812945127487183
1764873255.0460002,5720,0.988540530204773
1764873255.4325492,5723,1.3773317337036133
1764873262.197762,5776,1.0857086181640625
1764873266.048459,5807,1.3571171760559082
1764873266.173242,5808,1.2037607431411743
1764873268.323082,5825,1.2267522811889648
1764873268.710829,5828,1.4903028011322021
1764873272.961122,5862,1.3751072883605957
1764873273.207453,5864,1.2544342279434204
1764873274.076145,5871,0.982987642288208
1764873278.590503,5907,1.2616788148880005
1764873281.3271449,5928,0.9970855712890625
1764873284.70533,5952,1.3475736379623413
1764873285.344338,5957,1.156451940536499
1764873286.112774,5963,1.3029370307922363
1764873289.54055,5990,1.465047001838684
1764873292.177537,6010,1.610711693763733
1764873292.8224971,6015,1.4397542476654053
1764873294.769883,6030,1.206589698791504
1764873295.441482,6035,1.374955415725708
1764873300.911903,6078,1.0487279891967773
1764873304.0722182,6103,1.1167250871658325
1764873304.3617039,6105,1.14702308177948
1764873306.369107,6121,1.0477712154388428
1764873307.6125598,6131,0.8502835035324097
1764873313.812715,6181,0.8638252019882202
1764873316.182949,6200,1.383068323135376
1764873317.7977412,6213,0.8843359351158142
1764873318.544558,6219,1.2392772436141968
1764873320.1573172,6232,1.2591326236724854
1764873327.499744,6289,1.603853702545166
1764873330.419727,6312,0.9833033084869385
1764873331.053321,6317,1.1763683557510376
1764873334.121956,6341,1.6496528387069702
1764873335.491146,6352,1.3954355716705322
1764873336.879255,6363,1.4491024017333984
1764873338.51562,6376,1.2281181812286377
1764873341.5622342,6400,1.2672704458236694
1764873353.531774,6495,1.033191442489624
1764873353.655752,6496,1.546251654624939
1764873354.153621,6500,1.241553544998169
1764873356.656234,6520,0.9679216146469116
1764873363.514024,6574,1.1535232067108154
1764873364.783218,6584,1.5989067554473877
1764873367.185808,6603,1.5854512453079224
1764873374.103918,6657,1.2237465381622314
1764873375.234786,6666,1.1691172122955322
1764873375.990788,6672,1.4246739149093628
1764873376.752346,6678,1.168491244316101
1764873377.128119,6681,1.3044787645339966
1764873378.066818,6688,1.0036187171936035
1764873379.1506188,6696,0.9000122547149658
1764873379.528718,6699,1.1613593101501465
1764873381.069609,6711,1.1728616952896118
1764873384.503384,6738,0.8707966804504395
1764873385.009302,6742,1.471538782119751
1764873386.384922,6753,1.6123285293579102
1764873396.5521228,6832,0.9637529850006104
1764873398.350463,6846,0.9825339317321777
1764873399.349547,6854,0.977624237537384
1764873401.252501,6869,1.7823861837387085
1764873409.5348349,6934,1.1528151035308838
1764873413.209856,6963,0.7495695948600769
1764873413.607857,6966,1.3642033338546753
1764873416.913568,6992,1.5880299806594849
1764873419.683819,7014,0.7052401900291443
1764873429.516137,7091,1.3990187644958496
1764873431.3816252,7106,1.2630316019058228
1764873432.380029,7114,1.6360396146774292
1764873435.3533812,7137,0.9736992716789246
1764873437.631338,7155,0.8796156644821167
1764873442.648242,7195,1.1713447570800781
1764873445.2634728,7216,1.7961668968200684
1764873449.1145978,7247,1.1923246383666992
1764873455.778956,7300,1.474838376045227
1764873457.2005382,7311,1.2458972930908203
1764873459.471422,7329,1.2264913320541382
1764873460.740588,7339,1.5305606126785278
1764873460.8640902,7340,1.127731204032898
1764873463.282964,7359,1.0861557722091675
1764873466.298332,7382,1.432021141052246
1764873468.7463849,7401,1.047800898551941
1764873473.7194371,7440,0.9200043082237244
1764873474.099812,7443,1.4958631992340088
1764873474.9796789,7450,1.645758867263794
1764873476.2288718,7460,1.2185074090957642
1764873476.6030989,7463,1.2781771421432495
1764873478.480174,7478,1.219076156616211
1764873482.63075,7511,0.9193897247314453
1764873485.1431942,7530,1.3584718704223633
1764873495.120238,7609,1.3060016632080078
1764873499.692395,7644,1.4487026929855347
1764873501.88399,7661,1.723548412322998
1764873503.818016,7676,0.991456151008606
1764873505.196457,7687,1.47370183467865
1764873505.942934,7693,1.0608023405075073
1764873509.076837,7718,1.1942600011825562
1764873509.7003021,7723,1.3901844024658203
1764873510.32175,7728,1.4345929622650146
1764873512.610633,7746,1.3533540964126587
1764873513.9812832,7757,1.2552833557128906
1764873514.355996,7760,1.244953989982605
1764873516.894148,7780,1.4961087703704834
1764873517.908649,7788,1.1868462562561035
1764873519.158467,7798,1.4563508033752441
1764873523.531667,7833,1.3147127628326416
1764873524.157304,7838,1.542129397392273
1764873531.9882188,7899,0.9922302961349487
1764873532.110834,7900,0.8521556258201599
1764873536.096328,7932,1.350825309753418
1764873542.488437,7983,1.178816318511963
1764873588.337006,7991,0.8261893391609192
1764873592.805176,8026,1.1716753244400024
1764873594.204706,8037,1.1176683902740479
1764873595.834738,8049,1.2281359434127808
1764873598.013195,8066,1.427172064781189
1764873605.7909582,8126,0.8792370557785034
1764873612.731702,8180,1.2473247051239014
1764873613.24863,8184,1.2517015933990479
1764873615.37051,8198,1.268754005432129
1764873617.572976,8215,1.0000262260437012
1764873618.348614,8221,1.474401593208313
1764873623.79508,8263,0.8474780917167664
1764873625.911225,8279,1.1231366395950317
1764873627.392979,8290,0.7612219452857971
1764873629.621909,8307,1.4912149906158447
1764873632.2230148,8327,1.4970592260360718
1764873632.9867089,8332,1.0851384401321411
1764873633.246028,8334,1.5363012552261353
1764873634.027533,8340,1.3340507745742798
1764873636.572303,8360,1.208484411239624
1764873636.960375,8363,1.0843828916549683
1764873637.60178,8368,0.6495326161384583
1764873638.750701,8377,1.1246501207351685
1764873650.167525,8467,1.3752434253692627
1764873650.293083,8468,1.2091124057769775
1764873650.559006,8470,1.294790506362915
1764873654.2455559,8498,1.1555728912353516
1764873654.885775,8503,1.6347699165344238
1764873655.529112,8508,1.1834629774093628
1764873663.168115,8566,1.0328866243362427
1764873666.6603131,8592,1.335606336593628
1764873667.837255,8601,1.0102840662002563
1764873672.155479,8634,1.0565662384033203
1764873672.281614,8635,1.5069260597229004
1764873673.453992,8644,0.8327735066413879
1764873678.387786,8682,0.9546989798545837
1764873679.4252748,8690,1.3380327224731445
1764873680.0811899,8695,0.860756516456604
1764873684.299317,8727,0.8733804821968079
1764873690.395298,8774,1.4409185647964478
1764873690.907447,8778,0.8129922151565552
1764873693.93553,8801,0.865092933177948
1764873696.302124,8819,1.161350965499878
1764873696.7035892,8822,1.1738320589065552
1764873699.476842,8843,0.9913885593414307
1764873700.8972979,8854,1.2942910194396973
1764873703.9868119,8878,1.6591908931732178
1764873704.896062,8885,0.9004721641540527
1764873707.161653,8902,0.8432113528251648
1764873707.478553,8904,1.0171887874603271
1764873707.881479,8907,1.4529845714569092
1764873710.673803,8928,1.233953833580017
1764873711.6,8935,1.6769613027572632
1764873714.581643,8958,0.9419521689414978
1764873716.784775,8975,1.3245606422424316
1764873719.100045,8993,1.0942609310150146
1764873719.897439,8999,1.3205622434616089
1764873721.213422,9009,0.9294646382331848
1764873723.84177,9028,1.5072441101074219
1764873727.3135512,9055,1.078048825263977
1764873728.344098,9063,1.2120566368103027
1764873731.050153,9084,1.1567847728729248
1764873740.41065,9155,1.3196632862091064
1764873748.3391511,9216,1.523709774017334
1764873749.611629,9226,0.9189900159835815
1764873750.558524,9233,1.5807431936264038
1764873754.054392,9260,0.9713159799575806
1764873756.802917,9281,0.9582282900810242
1764873760.182732,9307,1.8959134817123413
1764873761.317573,9316,1.4835714101791382
1764873765.4719748,9348,0.9555210471153259
1764873768.2732449,9369,1.7715548276901245
1764873773.864081,9412,0.9574447870254517
1764873774.299818,9415,1.347235918045044
1764873776.9006898,9435,0.984876275062561
1764873777.828446,9442,0.8320610523223877
1764873781.201418,9468,0.7145951986312866
1764873790.511492,9538,1.050277590751648
1764873791.6493728,9547,0.9158473610877991
1764873792.545304,9554,1.6086689233779907
1764873794.239222,9567,1.7037129402160645
1764873797.127321,9589,1.0860010385513306
1764873798.550507,9600,1.1987701654434204
1764873799.9661891,9611,0.9917793273925781
1764873802.0287611,9627,1.0932749509811401
1764873805.105421,9651,1.1853622198104858
1764873805.883279,9657,1.186571717262268
1764873808.860317,9680,1.4963979721069336
1764873811.218518,9698,1.5813730955123901
1764873819.404663,9759,0.9316489696502686
1764873820.598069,9768,0.8048010468482971
1764873826.3676958,9812,1.0070765018463135
1764873829.976361,9840,0.8741737008094788
1764873830.3653052,9843,0.9264919757843018
1764873835.5239701,9883,0.9722719192504883
1764873838.62524,9907,1.2576454877853394
1764873847.088159,9972,0.9883429408073425
1764873857.061752,10050,1.0581989288330078
1764873857.712439,10055,1.3264952898025513
1764873858.090346,10058,1.0803277492523193
1764873859.872345,10072,0.986862301826477
1764873861.407833,10084,1.426163673400879
1764873864.362148,10107,0.9464678168296814
1764873865.120609,10113,1.0257256031036377
1764873867.0226061,10128,0.9604358673095703
1764873869.1102269,10144,1.1900582313537598
1764873872.205514,10168,1.2329298257827759
1764873874.401216,10185,1.288194179534912
1764873882.1865118,10245,1.388450264930725
1764873883.5844018,10256,1.1119364500045776
1764873886.231117,10276,1.3256112337112427
1764873887.1162949,10283,1.448893427848816
1764873887.7617888,10288,1.27266526222229
1764873901.864188,10396,1.2420159578323364
1764873902.257129,10399,0.710480272769928
1764873905.076024,10420,1.101682186126709
1764873905.7439659,10425,1.126204013824463
1764873911.292597,10468,1.1597073078155518
1764873912.689881,10479,0.75801682472229
1764873913.961001,10489,1.416219711303711
1764873914.468797,10493,1.1196413040161133
1764873918.1561658,10522,1.4739187955856323
1764873919.303217,10531,1.433997392654419
1764873922.231354,10554,0.8995537757873535
1764873922.3575091,10555,1.5108909606933594
1764873923.894154,10567,0.8945934772491455
1764873928.0169652,10598,0.8811452984809875
1764873929.187646,10607,1.2989920377731323
1764873931.423564,10624,1.7323048114776611
1764873932.06856,10629,1.1705706119537354
1764873933.267497,10638,1.4948370456695557
1764873934.299107,10646,0.7417567372322083
1764873935.3263192,10654,0.7277350425720215
1764873937.510349,10671,1.176227331161499
1764873941.382677,10701,1.057368516921997
1764873942.684093,10711,1.320851445198059
1764873947.731113,10748,0.8169434666633606
1764873948.8894038,10757,1.0042566061019897
1764873949.015575,10758,1.2200592756271362
1764873952.034143,10780,1.0411595106124878
1764873952.9588218,10787,1.1488654613494873
1764873956.472387,10815,0.6731675863265991
1764873957.725897,10825,1.25179123878479
1764873958.3575199,10830,1.2966996431350708
1764873959.723546,10841,1.276968240737915
1764873960.856746,10850,1.2981343269348145
1764873962.626956,10864,1.1970866918563843
1764873967.410458,10902,0.7887135744094849
1764873967.79745,10905,0.7597968578338623
1764873972.074528,10939,1.044237494468689
1764873972.603931,10943,0.7290807366371155
1764873975.6855109,10966,1.2286481857299805
1764873976.4710379,10972,1.2273848056793213
1764873976.728238,10974,1.4511358737945557
1764873981.885712,11014,1.2111577987670898
1764873982.647605,11020,1.4379832744598389
1764873982.902878,11022,1.0389059782028198
1764873984.2781298,11033,1.1377544403076172
1764873984.899536,11038,1.2356505393981934
1764873986.65647,11052,1.0363160371780396
1764873987.7931461,11061,1.0976548194885254
1764873989.815273,11077,1.1832313537597656
1764873993.0035388,11102,0.9308844804763794
1764873995.38373,11121,1.0636345148086548
1764873996.5088499,11130,1.3128468990325928
1764873998.778815,11148,2.185499429702759
1764874002.225327,11175,0.8076977729797363
1764874005.154145,11198,1.105944275856018
1764874005.407629,11200,1.1149969100952148
1764874005.531722,11201,1.5553717613220215
1764874013.1229591,11260,0.8055723905563354
1764874013.503053,11263,1.2153892517089844
1764874014.659041,11272,0.9021190404891968
1764874019.472409,11310,1.5206691026687622
1764874026.0756018,11361,1.2017028331756592
1764874032.436905,11411,1.091766119003296
1764874033.438336,11419,1.1580243110656738
1764874038.150363,11455,1.2438511848449707
1764874040.2749598,11472,1.8549658060073853
1764874042.809676,11492,1.3345354795455933
1764874046.378449,11520,0.8369187712669373
1764874046.763016,11523,1.0631579160690308
1764874047.6495738,11530,0.9008461236953735
1764874047.900814,11532,1.1892958879470825
1764874050.083908,11549,1.2131778001785278
1764874051.090305,11557,0.6868582367897034
1764874052.226594,11566,0.9452170133590698
1764874054.1342971,11581,1.3087995052337646
1764874056.17044,11597,1.2591620683670044
1764874061.068714,11636,1.2854678630828857
1764874062.611234,11648,1.280677080154419
1764874064.1376781,11660,1.068770408630371
1764874065.526201,11671,0.7983766794204712
1764874067.396757,11685,1.0270649194717407
1764874067.651277,11687,1.0458558797836304
1764874072.2436302,11723,0.7731484174728394
1764874076.7580411,11759,1.3273296356201172
1764874080.133755,11786,1.0554004907608032
1764874082.0328882,11801,0.8045432567596436
1764874085.9905741,11831,1.1228928565979004
1764874089.0174341,11855,1.3374065160751343
1764874091.272172,11873,1.3661874532699585
1764874095.489441,11906,1.0960105657577515
1764874099.022837,11933,1.3610115051269531
1764874100.68691,11946,1.5424654483795166
1764874100.94121,11948,1.169685959815979
1764874101.0660212,11949,0.9481949806213379
1764874103.578808,11969,1.0746351480484009
1764874104.200945,11974,1.33035409450531
1764874151.204934,11988,1.2160643339157104
1764874152.49377,11998,0.6836093068122864
1764874153.127873,12003,0.9026374220848083
1764874154.0089972,12010,1.3746669292449951
1764874156.436333,12029,1.0274441242218018
1764874157.9696078,12041,0.9831777811050415
1764874162.424884,12076,0.6416409015655518
1764874170.433064,12138,1.0530098676681519
1764874172.324917,12153,1.2213103771209717
1764874173.7024798,12164,0.9352290630340576
1764874174.200913,12168,0.9465963840484619
1764874176.238406,12184,0.9886347055435181
1764874180.3958101,12217,1.1144660711288452
1764874181.522723,12226,1.2564783096313477
1764874187.027426,12270,1.2271792888641357
1764874189.5450711,12290,0.6919026970863342
1764874189.9182,12293,1.2763640880584717
1764874191.9271622,12309,1.0891739130020142
1764874193.931408,12325,1.1752275228500366
1764874202.9888499,12396,1.272839903831482
1764874204.195254,12405,0.8798104524612427
1764874208.2086022,12436,0.8205776214599609
1764874210.648661,12455,1.5099599361419678
1764874211.034902,12458,0.6855038404464722
1764874213.942336,12480,1.0943495035171509
1764874222.2945652,12545,0.9926080703735352
1764874223.3130538,12553,1.2383254766464233
1764874226.152118,12574,1.3855605125427246
1764874229.037144,12596,1.5218455791473389
1764874232.7344499,12625,1.085766077041626
1764874238.617695,12671,0.7280558347702026
1764874242.236993,12699,1.1121762990951538
1764874249.8305569,12758,1.0562971830368042
1764874251.8757,12774,1.1485505104064941
1764874255.9295518,12805,0.9333384037017822
1764874256.961151,12813,0.5116897225379944
1764874259.783247,12834,1.3405823707580566
1764874263.12404,12859,0.7718534469604492
1764874263.7624269,12864,1.3310754299163818
1764874265.681273,12877,1.1996057033538818
1764874267.343928,12890,1.2036097049713135
1764874268.112278,12896,1.090739369392395
1764874273.508346,12938,1.0052790641784668
1764874273.633038,12939,1.1847505569458008
1764874276.139241,12959,1.0755788087844849
1764874283.397999,13017,0.9603396058082581
1764874285.540618,13034,1.3964343070983887
1764874288.960733,13061,0.512701690196991
1764874289.086838,13062,1.0784778594970703
1764874290.088896,13070,1.2172448635101318
1764874291.630686,13082,0.7402369379997253
1764874293.262131,13094,1.1188504695892334
1764874295.212075,13109,1.3676583766937256
1764874295.7127419,13113,1.2234065532684326
1764874297.86421,13130,0.8435335755348206
1764874300.1657422,13148,1.0724115371704102
1764874302.515699,13166,0.9775709509849548
1764874304.412593,13181,1.0606368780136108
1764874305.6640341,13191,1.0236308574676514
1764874306.040263,13194,1.1264854669570923
1764874307.562509,13206,1.0434645414352417
1764874307.686719,13207,0.9962379932403564
1764874308.189625,13211,0.8688931465148926
1764874311.7571251,13239,1.2428276538848877
1764874315.0307221,13265,1.0067204236984253
1764874319.2244768,13298,1.3562278747558594
1764874321.210069,13313,1.2055346965789795
1764874325.856554,13349,1.5024113655090332
1764874332.5658271,13402,1.356703281402588
1764874333.064733,13406,0.9233060479164124
1764874335.571209,13426,1.1457935571670532
1764874341.915221,13475,0.8102935552597046
1764874345.661995,13504,0.8127521872520447
1764874350.920863,13546,1.0191473960876465
1764874357.439937,13597,1.1981518268585205
1764874359.3396149,13612,0.7763212323188782
1764874360.345123,13620,0.8996853232383728
1764874361.097773,13626,1.2653917074203491
1764874367.463417,13676,1.1537352800369263
1764874367.845331,13679,0.9273381233215332
1764874368.22269,13682,0.8075800538063049
1764874369.8867872,13695,0.7053371667861938
1764874373.304014,13722,1.1503692865371704
1764874376.514817,13747,0.9949557781219482
1764874377.4078562,13754,0.796526312828064
1764874380.204608,13776,0.8929886817932129
1764874382.862196,13797,0.8724198341369629
1764874384.6106088,13810,0.7939274907112122
1764874389.135094,13845,1.265360713005066
1764874392.0986428,13868,1.3338429927825928
1764874392.475403,13871,1.278025507926941
1764874394.1616378,13884,0.6588981747627258
1764874394.666632,13888,1.1264272928237915
1764874400.903439,13937,1.19321608543396
1764874401.028369,13938,1.517447829246521
1764874403.4064262,13957,0.7962737679481506
1764874403.780413,13960,1.1368093490600586
1764874404.9342139,13969,1.3907432556152344
1764874405.064251,13970,1.041646122932434
1764874405.843288,13976,1.2712212800979614
1764874408.407638,13996,1.0163829326629639
1764874408.661936,13998,1.2051260471343994
1764874419.4093492,14080,0.8280240297317505
