track_id,genre,file_path,class
1684,International,data/fma_small/001/001684.mp3,5
1685,International,data/fma_small/001/001685.mp3,5
1686,International,data/fma_small/001/001686.mp3,5
1687,International,data/fma_small/001/001687.mp3,5
1688,International,data/fma_small/001/001688.mp3,5
1689,International,data/fma_small/001/001689.mp3,5
1701,Folk,data/fma_small/001/001701.mp3,2
1702,Folk,data/fma_small/001/001702.mp3,2
1703,Folk,data/fma_small/001/001703.mp3,2
1704,Folk,data/fma_small/001/001704.mp3,2
1706,Rock,data/fma_small/001/001706.mp3,4
1720,Rock,data/fma_small/001/001720.mp3,4
1732,Experimental,data/fma_small/001/001732.mp3,3
1733,Experimental,data/fma_small/001/001733.mp3,3
1735,Experimental,data/fma_small/001/001735.mp3,3
1736,Experimental,data/fma_small/001/001736.mp3,3
1883,Rock,data/fma_small/001/001883.mp3,4
1891,Rock,data/fma_small/001/001891.mp3,4
1893,Folk,data/fma_small/001/001893.mp3,2
1924,Folk,data/fma_small/001/001924.mp3,2
1925,Folk,data/fma_small/001/001925.mp3,2
1929,Experimental,data/fma_small/001/001929.mp3,3
1930,Rock,data/fma_small/001/001930.mp3,4
2012,Experimental,data/fma_small/002/002012.mp3,3
2096,Experimental,data/fma_small/002/002096.mp3,3
2097,Folk,data/fma_small/002/002097.mp3,2
2099,Pop,data/fma_small/002/002099.mp3,1
3263,Folk,data/fma_small/003/003263.mp3,2
3264,Folk,data/fma_small/003/003264.mp3,2
3265,Folk,data/fma_small/003/003265.mp3,2
3266,Folk,data/fma_small/003/003266.mp3,2
3270,Folk,data/fma_small/003/003270.mp3,2
3271,Folk,data/fma_small/003/003271.mp3,2
3272,Folk,data/fma_small/003/003272.mp3,2
3273,Folk,data/fma_small/003/003273.mp3,2
3274,Folk,data/fma_small/003/003274.mp3,2
3492,Rock,data/fma_small/003/003492.mp3,4
3532,Pop,data/fma_small/003/003532.mp3,1
3533,Pop,data/fma_small/003/003533.mp3,1
3534,Pop,data/fma_small/003/003534.mp3,1
3535,Pop,data/fma_small/003/003535.mp3,1
3537,Pop,data/fma_small/003/003537.mp3,1
3538,Pop,data/fma_small/003/003538.mp3,1
3573,Electronic,data/fma_small/003/003573.mp3,6
3598,Folk,data/fma_small/003/003598.mp3,2
3624,Rock,data/fma_small/003/003624.mp3,4
3707,Folk,data/fma_small/003/003707.mp3,2
3708,Folk,data/fma_small/003/003708.mp3,2
3720,Rock,data/fma_small/003/003720.mp3,4
3721,Rock,data/fma_small/003/003721.mp3,4
3722,Rock,data/fma_small/003/003722.mp3,4
3724,Rock,data/fma_small/003/003724.mp3,4
3725,Rock,data/fma_small/003/003725.mp3,4
3761,Rock,data/fma_small/003/003761.mp3,4
3762,Rock,data/fma_small/003/003762.mp3,4
3763,Rock,data/fma_small/003/003763.mp3,4
3765,Rock,data/fma_small/003/003765.mp3,4
3766,Rock,data/fma_small/003/003766.mp3,4
3775,International,data/fma_small/003/003775.mp3,5
3776,International,data/fma_small/003/003776.mp3,5
3777,International,data/fma_small/003/003777.mp3,5
3778,International,data/fma_small/003/003778.mp3,5
3779,International,data/fma_small/003/003779.mp3,5
3832,Folk,data/fma_small/003/003832.mp3,2
3833,Rock,data/fma_small/003/003833.mp3,4
3840,Rock,data/fma_small/003/003840.mp3,4
3880,Folk,data/fma_small/003/003880.mp3,2
3895,International,data/fma_small/003/003895.mp3,5
3896,International,data/fma_small/003/003896.mp3,5
3904,Folk,data/fma_small/003/003904.mp3,2
3905,Folk,data/fma_small/003/003905.mp3,2
3906,Folk,data/fma_small/003/003906.mp3,2
3908,Folk,data/fma_small/003/003908.mp3,2
3909,Folk,data/fma_small/003/003909.mp3,2
3910,Folk,data/fma_small/003/003910.mp3,2
3911,Folk,data/fma_small/003/003911.mp3,2
3912,Folk,data/fma_small/003/003912.mp3,2
3913,Folk,data/fma_small/003/003913.mp3,2
3920,Folk,data/fma_small/003/003920.mp3,2
3921,Folk,data/fma_small/003/003921.mp3,2
3950,Rock,data/fma_small/003/003950.mp3,4
4013,Folk,data/fma_small/004/004013.mp3,2
4017,Folk,data/fma_small/004/004017.mp3,2
4022,Rock,data/fma_small/004/004022.mp3,4
4037,Folk,data/fma_small/004/004037.mp3,2
4066,Folk,data/fma_small/004/004066.mp3,2
4067,Folk,data/fma_small/004/004067.mp3,2
4068,Folk,data/fma_small/004/004068.mp3,2
4069,Folk,data/fma_small/004/004069.mp3,2
4070,International,data/fma_small/004/004070.mp3,5
4071,International,data/fma_small/004/004071.mp3,5
4072,International,data/fma_small/004/004072.mp3,5
4073,International,data/fma_small/004/004073.mp3,5
4074,International,data/fma_small/004/004074.mp3,5
4075,International,data/fma_small/004/004075.mp3,5
4076,International,data/fma_small/004/004076.mp3,5
4077,International,data/fma_small/004/004077.mp3,5
4078,International,data/fma_small/004/004078.mp3,5
4079,International,data/fma_small/004/004079.mp3,5
4080,International,data/fma_small/004/004080.mp3,5
4091,International,data/fma_small/004/004091.mp3,5
4092,International,data/fma_small/004/004092.mp3,5
4093,International,data/fma_small/004/004093.mp3,5
4094,International,data/fma_small/004/004094.mp3,5
4095,International,data/fma_small/004/004095.mp3,5
4096,International,data/fma_small/004/004096.mp3,5
4097,International,data/fma_small/004/004097.mp3,5
4098,International,data/fma_small/004/004098.mp3,5
4099,International,data/fma_small/004/004099.mp3,5
4100,International,data/fma_small/004/004100.mp3,5
4101,International,data/fma_small/004/004101.mp3,5
4102,International,data/fma_small/004/004102.mp3,5
4103,International,data/fma_small/004/004103.mp3,5
4108,Rock,data/fma_small/004/004108.mp3,4
4232,International,data/fma_small/004/004232.mp3,5
4233,International,data/fma_small/004/004233.mp3,5
4234,International,data/fma_small/004/004234.mp3,5
4235,International,data/fma_small/004/004235.mp3,5
4236,International,data/fma_small/004/004236.mp3,5
4239,International,data/fma_small/004/004239.mp3,5
4450,Folk,data/fma_small/004/004450.mp3,2
4507,International,data/fma_small/004/004507.mp3,5
4508,International,data/fma_small/004/004508.mp3,5
4509,International,data/fma_small/004/004509.mp3,5
4510,International,data/fma_small/004/004510.mp3,5
4511,International,data/fma_small/004/004511.mp3,5
4519,Electronic,data/fma_small/004/004519.mp3,6
4520,Electronic,data/fma_small/004/004520.mp3,6
4521,Electronic,data/fma_small/004/004521.mp3,6
4522,Electronic,data/fma_small/004/004522.mp3,6
4682,Hip-Hop,data/fma_small/004/004682.mp3,0
4684,Hip-Hop,data/fma_small/004/004684.mp3,0
4685,Hip-Hop,data/fma_small/004/004685.mp3,0
4688,Hip-Hop,data/fma_small/004/004688.mp3,0
4777,Rock,data/fma_small/004/004777.mp3,4
4778,Rock,data/fma_small/004/004778.mp3,4
4779,Rock,data/fma_small/004/004779.mp3,4
4780,Rock,data/fma_small/004/004780.mp3,4
4781,Rock,data/fma_small/004/004781.mp3,4
4782,Rock,data/fma_small/004/004782.mp3,4
4784,Rock,data/fma_small/004/004784.mp3,4
4785,Rock,data/fma_small/004/004785.mp3,4
4786,Rock,data/fma_small/004/004786.mp3,4
4787,Rock,data/fma_small/004/004787.mp3,4
4788,Rock,data/fma_small/004/004788.mp3,4
4799,Rock,data/fma_small/004/004799.mp3,4
4835,Rock,data/fma_small/004/004835.mp3,4
4836,Rock,data/fma_small/004/004836.mp3,4
4838,Rock,data/fma_small/004/004838.mp3,4
4846,International,data/fma_small/004/004846.mp3,5
4848,International,data/fma_small/004/004848.mp3,5
4849,International,data/fma_small/004/004849.mp3,5
5006,Rock,data/fma_small/005/005006.mp3,4
5156,Folk,data/fma_small/005/005156.mp3,2
5157,Folk,data/fma_small/005/005157.mp3,2
5158,Folk,data/fma_small/005/005158.mp3,2
5159,Folk,data/fma_small/005/005159.mp3,2
5169,Folk,data/fma_small/005/005169.mp3,2
5170,Folk,data/fma_small/005/005170.mp3,2
5171,Folk,data/fma_small/005/005171.mp3,2
5191,Pop,data/fma_small/005/005191.mp3,1
5264,Hip-Hop,data/fma_small/005/005264.mp3,0
5268,Hip-Hop,data/fma_small/005/005268.mp3,0
5376,Folk,data/fma_small/005/005376.mp3,2
5381,Folk,data/fma_small/005/005381.mp3,2
5521,Experimental,data/fma_small/005/005521.mp3,3
5879,Folk,data/fma_small/005/005879.mp3,2
5936,Folk,data/fma_small/005/005936.mp3,2
5940,Folk,data/fma_small/005/005940.mp3,2
6329,International,data/fma_small/006/006329.mp3,5
6330,International,data/fma_small/006/006330.mp3,5
6331,International,data/fma_small/006/006331.mp3,5
6332,International,data/fma_small/006/006332.mp3,5
6333,International,data/fma_small/006/006333.mp3,5
6342,International,data/fma_small/006/006342.mp3,5
6354,International,data/fma_small/006/006354.mp3,5
6357,International,data/fma_small/006/006357.mp3,5
6360,International,data/fma_small/006/006360.mp3,5
6363,International,data/fma_small/006/006363.mp3,5
6366,International,data/fma_small/006/006366.mp3,5
6367,International,data/fma_small/006/006367.mp3,5
6368,International,data/fma_small/006/006368.mp3,5
6370,International,data/fma_small/006/006370.mp3,5
6372,International,data/fma_small/006/006372.mp3,5
6373,International,data/fma_small/006/006373.mp3,5
6376,International,data/fma_small/006/006376.mp3,5
6379,International,data/fma_small/006/006379.mp3,5
6380,International,data/fma_small/006/006380.mp3,5
6381,International,data/fma_small/006/006381.mp3,5
6382,International,data/fma_small/006/006382.mp3,5
6383,International,data/fma_small/006/006383.mp3,5
6385,International,data/fma_small/006/006385.mp3,5
6387,International,data/fma_small/006/006387.mp3,5
6389,International,data/fma_small/006/006389.mp3,5
6390,International,data/fma_small/006/006390.mp3,5
6393,International,data/fma_small/006/006393.mp3,5
6394,International,data/fma_small/006/006394.mp3,5
6396,International,data/fma_small/006/006396.mp3,5
6406,Folk,data/fma_small/006/006406.mp3,2
6407,Folk,data/fma_small/006/006407.mp3,2
6439,Hip-Hop,data/fma_small/006/006439.mp3,0
6440,Hip-Hop,data/fma_small/006/006440.mp3,0
6442,Hip-Hop,data/fma_small/006/006442.mp3,0
6443,Hip-Hop,data/fma_small/006/006443.mp3,0
6448,Hip-Hop,data/fma_small/006/006448.mp3,0
6459,International,data/fma_small/006/006459.mp3,5
6461,Folk,data/fma_small/006/006461.mp3,2
6463,Folk,data/fma_small/006/006463.mp3,2
6467,Folk,data/fma_small/006/006467.mp3,2
6469,International,data/fma_small/006/006469.mp3,5
6517,Rock,data/fma_small/006/006517.mp3,4
6519,Rock,data/fma_small/006/006519.mp3,4
6603,Hip-Hop,data/fma_small/006/006603.mp3,0
6605,Hip-Hop,data/fma_small/006/006605.mp3,0
6606,Hip-Hop,data/fma_small/006/006606.mp3,0
6607,Hip-Hop,data/fma_small/006/006607.mp3,0
6608,Hip-Hop,data/fma_small/006/006608.mp3,0
6609,Hip-Hop,data/fma_small/006/006609.mp3,0
6610,Hip-Hop,data/fma_small/006/006610.mp3,0
6611,Hip-Hop,data/fma_small/006/006611.mp3,0
6674,Experimental,data/fma_small/006/006674.mp3,3
6675,Experimental,data/fma_small/006/006675.mp3,3
6677,Experimental,data/fma_small/006/006677.mp3,3
6679,Experimental,data/fma_small/006/006679.mp3,3
6680,Experimental,data/fma_small/006/006680.mp3,3
6684,Experimental,data/fma_small/006/006684.mp3,3
6762,Folk,data/fma_small/006/006762.mp3,2
6776,Rock,data/fma_small/006/006776.mp3,4
6778,Rock,data/fma_small/006/006778.mp3,4
6779,Folk,data/fma_small/006/006779.mp3,2
6782,Folk,data/fma_small/006/006782.mp3,2
6783,Folk,data/fma_small/006/006783.mp3,2
6788,Rock,data/fma_small/006/006788.mp3,4
6802,International,data/fma_small/006/006802.mp3,5
6803,International,data/fma_small/006/006803.mp3,5
6854,Folk,data/fma_small/006/006854.mp3,2
6855,Folk,data/fma_small/006/006855.mp3,2
6856,Folk,data/fma_small/006/006856.mp3,2
6857,Folk,data/fma_small/006/006857.mp3,2
7011,Electronic,data/fma_small/007/007011.mp3,6
7373,Experimental,data/fma_small/007/007373.mp3,3
7374,Experimental,data/fma_small/007/007374.mp3,3
7375,Experimental,data/fma_small/007/007375.mp3,3
7376,Experimental,data/fma_small/007/007376.mp3,3
7377,Experimental,data/fma_small/007/007377.mp3,3
7378,Experimental,data/fma_small/007/007378.mp3,3
7379,Experimental,data/fma_small/007/007379.mp3,3
7381,Experimental,data/fma_small/007/007381.mp3,3
7383,Experimental,data/fma_small/007/007383.mp3,3
7385,Experimental,data/fma_small/007/007385.mp3,3
7386,Experimental,data/fma_small/007/007386.mp3,3
7388,Experimental,data/fma_small/007/007388.mp3,3
7391,Experimental,data/fma_small/007/007391.mp3,3
7393,Experimental,data/fma_small/007/007393.mp3,3
7481,Hip-Hop,data/fma_small/007/007481.mp3,0
7482,Hip-Hop,data/fma_small/007/007482.mp3,0
7483,Hip-Hop,data/fma_small/007/007483.mp3,0
7487,Hip-Hop,data/fma_small/007/007487.mp3,0
7488,Hip-Hop,data/fma_small/007/007488.mp3,0
7489,Hip-Hop,data/fma_small/007/007489.mp3,0
7490,Hip-Hop,data/fma_small/007/007490.mp3,0
7491,Hip-Hop,data/fma_small/007/007491.mp3,0
7492,Hip-Hop,data/fma_small/007/007492.mp3,0
7495,Rock,data/fma_small/007/007495.mp3,4
7526,Pop,data/fma_small/007/007526.mp3,1
7527,Pop,data/fma_small/007/007527.mp3,1
7528,Pop,data/fma_small/007/007528.mp3,1
7529,Pop,data/fma_small/007/007529.mp3,1
7548,Experimental,data/fma_small/007/007548.mp3,3
7554,Experimental,data/fma_small/007/007554.mp3,3
7709,Folk,data/fma_small/007/007709.mp3,2
7710,Folk,data/fma_small/007/007710.mp3,2
7711,Folk,data/fma_small/007/007711.mp3,2
7712,Folk,data/fma_small/007/007712.mp3,2
7713,Folk,data/fma_small/007/007713.mp3,2
7872,Rock,data/fma_small/007/007872.mp3,4
8056,Rock,data/fma_small/008/008056.mp3,4
8208,Rock,data/fma_small/008/008208.mp3,4
8256,Folk,data/fma_small/008/008256.mp3,2
8259,Folk,data/fma_small/008/008259.mp3,2
8261,Folk,data/fma_small/008/008261.mp3,2
8345,Experimental,data/fma_small/008/008345.mp3,3
8357,Experimental,data/fma_small/008/008357.mp3,3
8363,Experimental,data/fma_small/008/008363.mp3,3
8372,Experimental,data/fma_small/008/008372.mp3,3
8416,Experimental,data/fma_small/008/008416.mp3,3
9152,Experimental,data/fma_small/009/009152.mp3,3
9155,Experimental,data/fma_small/009/009155.mp3,3
9307,Experimental,data/fma_small/009/009307.mp3,3
9476,Experimental,data/fma_small/009/009476.mp3,3
9477,Experimental,data/fma_small/009/009477.mp3,3
9491,Rock,data/fma_small/009/009491.mp3,4
9505,Experimental,data/fma_small/009/009505.mp3,3
9511,Rock,data/fma_small/009/009511.mp3,4
9512,International,data/fma_small/009/009512.mp3,5
9513,Rock,data/fma_small/009/009513.mp3,4
9550,Rock,data/fma_small/009/009550.mp3,4
9553,Rock,data/fma_small/009/009553.mp3,4
9555,Rock,data/fma_small/009/009555.mp3,4
9557,Rock,data/fma_small/009/009557.mp3,4
9559,Rock,data/fma_small/009/009559.mp3,4
9560,Rock,data/fma_small/009/009560.mp3,4
9678,Experimental,data/fma_small/009/009678.mp3,3
9721,Experimental,data/fma_small/009/009721.mp3,3
9846,Experimental,data/fma_small/009/009846.mp3,3
9887,Folk,data/fma_small/009/009887.mp3,2
9888,Folk,data/fma_small/009/009888.mp3,2
9918,Experimental,data/fma_small/009/009918.mp3,3
9962,Rock,data/fma_small/009/009962.mp3,4
10186,International,data/fma_small/010/010186.mp3,5
10192,Hip-Hop,data/fma_small/010/010192.mp3,0
10250,Instrumental,data/fma_small/010/010250.mp3,7
10374,Experimental,data/fma_small/010/010374.mp3,3
10375,Experimental,data/fma_small/010/010375.mp3,3
10376,Experimental,data/fma_small/010/010376.mp3,3
10377,Experimental,data/fma_small/010/010377.mp3,3
10381,Folk,data/fma_small/010/010381.mp3,2
10382,Folk,data/fma_small/010/010382.mp3,2
10383,Folk,data/fma_small/010/010383.mp3,2
10384,Folk,data/fma_small/010/010384.mp3,2
10385,Folk,data/fma_small/010/010385.mp3,2
10386,Folk,data/fma_small/010/010386.mp3,2
10387,Folk,data/fma_small/010/010387.mp3,2
10388,Folk,data/fma_small/010/010388.mp3,2
10389,Folk,data/fma_small/010/010389.mp3,2
10435,Experimental,data/fma_small/010/010435.mp3,3
10438,Folk,data/fma_small/010/010438.mp3,2
10439,Folk,data/fma_small/010/010439.mp3,2
10440,Folk,data/fma_small/010/010440.mp3,2
10441,Folk,data/fma_small/010/010441.mp3,2
10442,Folk,data/fma_small/010/010442.mp3,2
10443,Folk,data/fma_small/010/010443.mp3,2
10444,Folk,data/fma_small/010/010444.mp3,2
10447,Folk,data/fma_small/010/010447.mp3,2
10458,Folk,data/fma_small/010/010458.mp3,2
10480,Folk,data/fma_small/010/010480.mp3,2
10481,Folk,data/fma_small/010/010481.mp3,2
10485,Folk,data/fma_small/010/010485.mp3,2
10521,Experimental,data/fma_small/010/010521.mp3,3
10527,Experimental,data/fma_small/010/010527.mp3,3
10535,Experimental,data/fma_small/010/010535.mp3,3
10541,Experimental,data/fma_small/010/010541.mp3,3
10575,Folk,data/fma_small/010/010575.mp3,2
10577,Folk,data/fma_small/010/010577.mp3,2
10668,Rock,data/fma_small/010/010668.mp3,4
10669,Rock,data/fma_small/010/010669.mp3,4
10670,Rock,data/fma_small/010/010670.mp3,4
10671,Rock,data/fma_small/010/010671.mp3,4
10672,Rock,data/fma_small/010/010672.mp3,4
10673,Rock,data/fma_small/010/010673.mp3,4
10674,Rock,data/fma_small/010/010674.mp3,4
10675,Rock,data/fma_small/010/010675.mp3,4
10676,Rock,data/fma_small/010/010676.mp3,4
10677,Rock,data/fma_small/010/010677.mp3,4
10678,Folk,data/fma_small/010/010678.mp3,2
10679,Folk,data/fma_small/010/010679.mp3,2
10682,Folk,data/fma_small/010/010682.mp3,2
10684,Folk,data/fma_small/010/010684.mp3,2
10693,Hip-Hop,data/fma_small/010/010693.mp3,0
10694,Hip-Hop,data/fma_small/010/010694.mp3,0
10695,Hip-Hop,data/fma_small/010/010695.mp3,0
10696,Hip-Hop,data/fma_small/010/010696.mp3,0
10697,Hip-Hop,data/fma_small/010/010697.mp3,0
10698,Hip-Hop,data/fma_small/010/010698.mp3,0
10699,Hip-Hop,data/fma_small/010/010699.mp3,0
10805,Pop,data/fma_small/010/010805.mp3,1
10806,Pop,data/fma_small/010/010806.mp3,1
10807,Pop,data/fma_small/010/010807.mp3,1
10808,Pop,data/fma_small/010/010808.mp3,1
10809,Pop,data/fma_small/010/010809.mp3,1
10810,Pop,data/fma_small/010/010810.mp3,1
10983,Experimental,data/fma_small/010/010983.mp3,3
10992,Folk,data/fma_small/010/010992.mp3,2
10993,Folk,data/fma_small/010/010993.mp3,2
11019,Experimental,data/fma_small/011/011019.mp3,3
11020,Experimental,data/fma_small/011/011020.mp3,3
11059,Folk,data/fma_small/011/011059.mp3,2
11198,Pop,data/fma_small/011/011198.mp3,1
11199,Pop,data/fma_small/011/011199.mp3,1
11200,Pop,data/fma_small/011/011200.mp3,1
11204,Hip-Hop,data/fma_small/011/011204.mp3,0
11206,Electronic,data/fma_small/011/011206.mp3,6
11234,Experimental,data/fma_small/011/011234.mp3,3
11237,Experimental,data/fma_small/011/011237.mp3,3
11239,Experimental,data/fma_small/011/011239.mp3,3
11242,Experimental,data/fma_small/011/011242.mp3,3
11261,Pop,data/fma_small/011/011261.mp3,1
11262,Electronic,data/fma_small/011/011262.mp3,6
11264,Rock,data/fma_small/011/011264.mp3,4
11268,Rock,data/fma_small/011/011268.mp3,4
11298,Hip-Hop,data/fma_small/011/011298.mp3,0
11299,Hip-Hop,data/fma_small/011/011299.mp3,0
11306,Rock,data/fma_small/011/011306.mp3,4
11333,Experimental,data/fma_small/011/011333.mp3,3
11334,Experimental,data/fma_small/011/011334.mp3,3
11503,Folk,data/fma_small/011/011503.mp3,2
11504,Folk,data/fma_small/011/011504.mp3,2
11505,Folk,data/fma_small/011/011505.mp3,2
11508,Folk,data/fma_small/011/011508.mp3,2
11544,Experimental,data/fma_small/011/011544.mp3,3
11638,Instrumental,data/fma_small/011/011638.mp3,7
11671,International,data/fma_small/011/011671.mp3,5
11672,International,data/fma_small/011/011672.mp3,5
11673,International,data/fma_small/011/011673.mp3,5
11674,International,data/fma_small/011/011674.mp3,5
11675,International,data/fma_small/011/011675.mp3,5
11677,International,data/fma_small/011/011677.mp3,5
11679,International,data/fma_small/011/011679.mp3,5
11681,International,data/fma_small/011/011681.mp3,5
11682,International,data/fma_small/011/011682.mp3,5
11683,International,data/fma_small/011/011683.mp3,5
11763,Hip-Hop,data/fma_small/011/011763.mp3,0
11764,Hip-Hop,data/fma_small/011/011764.mp3,0
11765,Hip-Hop,data/fma_small/011/011765.mp3,0
11766,Hip-Hop,data/fma_small/011/011766.mp3,0
11767,Hip-Hop,data/fma_small/011/011767.mp3,0
11768,Hip-Hop,data/fma_small/011/011768.mp3,0
11769,Hip-Hop,data/fma_small/011/011769.mp3,0
11770,Hip-Hop,data/fma_small/011/011770.mp3,0
11771,Hip-Hop,data/fma_small/011/011771.mp3,0
11772,Hip-Hop,data/fma_small/011/011772.mp3,0
11773,Hip-Hop,data/fma_small/011/011773.mp3,0
11774,Hip-Hop,data/fma_small/011/011774.mp3,0
11775,Hip-Hop,data/fma_small/011/011775.mp3,0
11776,Hip-Hop,data/fma_small/011/011776.mp3,0
11777,Hip-Hop,data/fma_small/011/011777.mp3,0
11778,Hip-Hop,data/fma_small/011/011778.mp3,0
11779,Hip-Hop,data/fma_small/011/011779.mp3,0
11780,Hip-Hop,data/fma_small/011/011780.mp3,0
11781,Hip-Hop,data/fma_small/011/011781.mp3,0
11782,Hip-Hop,data/fma_small/011/011782.mp3,0
11783,Hip-Hop,data/fma_small/011/011783.mp3,0
11784,Hip-Hop,data/fma_small/011/011784.mp3,0
11785,Hip-Hop,data/fma_small/011/011785.mp3,0
11786,Hip-Hop,data/fma_small/011/011786.mp3,0
11787,Hip-Hop,data/fma_small/011/011787.mp3,0
11788,Hip-Hop,data/fma_small/011/011788.mp3,0
11789,Hip-Hop,data/fma_small/011/011789.mp3,0
11790,Hip-Hop,data/fma_small/011/011790.mp3,0
11791,Hip-Hop,data/fma_small/011/011791.mp3,0
11792,Hip-Hop,data/fma_small/011/011792.mp3,0
11793,Hip-Hop,data/fma_small/011/011793.mp3,0
11794,Hip-Hop,data/fma_small/011/011794.mp3,0
11803,Hip-Hop,data/fma_small/011/011803.mp3,0
11818,Hip-Hop,data/fma_small/011/011818.mp3,0
11839,Hip-Hop,data/fma_small/011/011839.mp3,0
11861,Hip-Hop,data/fma_small/011/011861.mp3,0
11862,Hip-Hop,data/fma_small/011/011862.mp3,0
11867,Hip-Hop,data/fma_small/011/011867.mp3,0
11868,Hip-Hop,data/fma_small/011/011868.mp3,0
11916,Hip-Hop,data/fma_small/011/011916.mp3,0
11917,Hip-Hop,data/fma_small/011/011917.mp3,0
11918,Hip-Hop,data/fma_small/011/011918.mp3,0
