track_id,genre,file_path,class,mel_spec_file_path
138064,Pop,data/fma_small/138/138064.mp3,1,data/mels/138064.npy
127912,Pop,data/fma_small/127/127912.mp3,1,data/mels/127912.npy
107027,Hip-Hop,data/fma_small/107/107027.mp3,0,data/mels/107027.npy
50448,Rock,data/fma_small/050/050448.mp3,4,data/mels/50448.npy
114392,Electronic,data/fma_small/114/114392.mp3,6,data/mels/114392.npy
73587,Folk,data/fma_small/073/073587.mp3,2,data/mels/73587.npy
117961,Experimental,data/fma_small/117/117961.mp3,3,data/mels/117961.npy
98613,Hip-Hop,data/fma_small/098/098613.mp3,0,data/mels/98613.npy
25603,International,data/fma_small/025/025603.mp3,5,data/mels/25603.npy
135338,Pop,data/fma_small/135/135338.mp3,1,data/mels/135338.npy
97216,Folk,data/fma_small/097/097216.mp3,2,data/mels/97216.npy
12352,Folk,data/fma_small/012/012352.mp3,2,data/mels/12352.npy
72129,Hip-Hop,data/fma_small/072/072129.mp3,0,data/mels/72129.npy
54735,Rock,data/fma_small/054/054735.mp3,4,data/mels/54735.npy
111188,Folk,data/fma_small/111/111188.mp3,2,data/mels/111188.npy
27978,International,data/fma_small/027/027978.mp3,5,data/mels/27978.npy
86993,Rock,data/fma_small/086/086993.mp3,4,data/mels/86993.npy
141292,Instrumental,data/fma_small/141/141292.mp3,7,data/mels/141292.npy
7487,Hip-Hop,data/fma_small/007/007487.mp3,0,data/mels/7487.npy
32439,Electronic,data/fma_small/032/032439.mp3,6,data/mels/32439.npy
127806,Electronic,data/fma_small/127/127806.mp3,6,data/mels/127806.npy
33426,International,data/fma_small/033/033426.mp3,5,data/mels/33426.npy
15471,Experimental,data/fma_small/015/015471.mp3,3,data/mels/15471.npy
38399,Folk,data/fma_small/038/038399.mp3,2,data/mels/38399.npy
56799,Electronic,data/fma_small/056/056799.mp3,6,data/mels/56799.npy
112768,Electronic,data/fma_small/112/112768.mp3,6,data/mels/112768.npy
117632,Folk,data/fma_small/117/117632.mp3,2,data/mels/117632.npy
69791,Experimental,data/fma_small/069/069791.mp3,3,data/mels/69791.npy
8345,Experimental,data/fma_small/008/008345.mp3,3,data/mels/8345.npy
47526,Rock,data/fma_small/047/047526.mp3,4,data/mels/47526.npy
133440,Instrumental,data/fma_small/133/133440.mp3,7,data/mels/133440.npy
47202,Experimental,data/fma_small/047/047202.mp3,3,data/mels/47202.npy
39291,Electronic,data/fma_small/039/039291.mp3,6,data/mels/39291.npy
91755,Electronic,data/fma_small/091/091755.mp3,6,data/mels/91755.npy
75398,Hip-Hop,data/fma_small/075/075398.mp3,0,data/mels/75398.npy
52639,Electronic,data/fma_small/052/052639.mp3,6,data/mels/52639.npy
123442,Hip-Hop,data/fma_small/123/123442.mp3,0,data/mels/123442.npy
126243,Instrumental,data/fma_small/126/126243.mp3,7,data/mels/126243.npy
129090,Rock,data/fma_small/129/129090.mp3,4,data/mels/129090.npy
107910,Electronic,data/fma_small/107/107910.mp3,6,data/mels/107910.npy
90583,Pop,data/fma_small/090/090583.mp3,1,data/mels/90583.npy
67361,Pop,data/fma_small/067/067361.mp3,1,data/mels/67361.npy
57178,Pop,data/fma_small/057/057178.mp3,1,data/mels/57178.npy
129187,Instrumental,data/fma_small/129/129187.mp3,7,data/mels/129187.npy
10679,Folk,data/fma_small/010/010679.mp3,2,data/mels/10679.npy
116871,Instrumental,data/fma_small/116/116871.mp3,7,data/mels/116871.npy
115268,International,data/fma_small/115/115268.mp3,5,data/mels/115268.npy
142084,Hip-Hop,data/fma_small/142/142084.mp3,0,data/mels/142084.npy
113788,Instrumental,data/fma_small/113/113788.mp3,7,data/mels/113788.npy
121651,Instrumental,data/fma_small/121/121651.mp3,7,data/mels/121651.npy
28070,Rock,data/fma_small/028/028070.mp3,4,data/mels/28070.npy
73775,International,data/fma_small/073/073775.mp3,5,data/mels/73775.npy
24420,Hip-Hop,data/fma_small/024/024420.mp3,0,data/mels/24420.npy
142570,International,data/fma_small/142/142570.mp3,5,data/mels/142570.npy
115391,Electronic,data/fma_small/115/115391.mp3,6,data/mels/115391.npy
98251,Rock,data/fma_small/098/098251.mp3,4,data/mels/98251.npy
43765,International,data/fma_small/043/043765.mp3,5,data/mels/43765.npy
22001,Pop,data/fma_small/022/022001.mp3,1,data/mels/22001.npy
19187,Rock,data/fma_small/019/019187.mp3,4,data/mels/19187.npy
128882,Experimental,data/fma_small/128/128882.mp3,3,data/mels/128882.npy
92574,Experimental,data/fma_small/092/092574.mp3,3,data/mels/92574.npy
114294,Electronic,data/fma_small/114/114294.mp3,6,data/mels/114294.npy
12059,Folk,data/fma_small/012/012059.mp3,2,data/mels/12059.npy
125239,Experimental,data/fma_small/125/125239.mp3,3,data/mels/125239.npy
111224,Instrumental,data/fma_small/111/111224.mp3,7,data/mels/111224.npy
114268,Hip-Hop,data/fma_small/114/114268.mp3,0,data/mels/114268.npy
127275,Pop,data/fma_small/127/127275.mp3,1,data/mels/127275.npy
138319,Rock,data/fma_small/138/138319.mp3,4,data/mels/138319.npy
141567,Hip-Hop,data/fma_small/141/141567.mp3,0,data/mels/141567.npy
59374,Rock,data/fma_small/059/059374.mp3,4,data/mels/59374.npy
13596,Rock,data/fma_small/013/013596.mp3,4,data/mels/13596.npy
44794,Experimental,data/fma_small/044/044794.mp3,3,data/mels/44794.npy
30050,Hip-Hop,data/fma_small/030/030050.mp3,0,data/mels/30050.npy
53592,Pop,data/fma_small/053/053592.mp3,1,data/mels/53592.npy
120308,Instrumental,data/fma_small/120/120308.mp3,7,data/mels/120308.npy
42442,Rock,data/fma_small/042/042442.mp3,4,data/mels/42442.npy
43856,Hip-Hop,data/fma_small/043/043856.mp3,0,data/mels/43856.npy
53578,Folk,data/fma_small/053/053578.mp3,2,data/mels/53578.npy
125189,Folk,data/fma_small/125/125189.mp3,2,data/mels/125189.npy
149714,Instrumental,data/fma_small/149/149714.mp3,7,data/mels/149714.npy
38965,Experimental,data/fma_small/038/038965.mp3,3,data/mels/38965.npy
107957,International,data/fma_small/107/107957.mp3,5,data/mels/107957.npy
93868,Rock,data/fma_small/093/093868.mp3,4,data/mels/93868.npy
122683,Rock,data/fma_small/122/122683.mp3,4,data/mels/122683.npy
78845,Hip-Hop,data/fma_small/078/078845.mp3,0,data/mels/78845.npy
9513,Rock,data/fma_small/009/009513.mp3,4,data/mels/9513.npy
130950,Folk,data/fma_small/130/130950.mp3,2,data/mels/130950.npy
149422,Experimental,data/fma_small/149/149422.mp3,3,data/mels/149422.npy
11786,Hip-Hop,data/fma_small/011/011786.mp3,0,data/mels/11786.npy
131979,Rock,data/fma_small/131/131979.mp3,4,data/mels/131979.npy
1193,Folk,data/fma_small/001/001193.mp3,2,data/mels/1193.npy
118672,Folk,data/fma_small/118/118672.mp3,2,data/mels/118672.npy
115723,Electronic,data/fma_small/115/115723.mp3,6,data/mels/115723.npy
98552,Hip-Hop,data/fma_small/098/098552.mp3,0,data/mels/98552.npy
6360,International,data/fma_small/006/006360.mp3,5,data/mels/6360.npy
777,Rock,data/fma_small/000/000777.mp3,4,data/mels/777.npy
130135,Electronic,data/fma_small/130/130135.mp3,6,data/mels/130135.npy
107953,International,data/fma_small/107/107953.mp3,5,data/mels/107953.npy
56470,International,data/fma_small/056/056470.mp3,5,data/mels/56470.npy
127910,Pop,data/fma_small/127/127910.mp3,1,data/mels/127910.npy
87324,Pop,data/fma_small/087/087324.mp3,1,data/mels/87324.npy
56493,Hip-Hop,data/fma_small/056/056493.mp3,0,data/mels/56493.npy
6354,International,data/fma_small/006/006354.mp3,5,data/mels/6354.npy
62589,International,data/fma_small/062/062589.mp3,5,data/mels/62589.npy
63770,Hip-Hop,data/fma_small/063/063770.mp3,0,data/mels/63770.npy
129883,International,data/fma_small/129/129883.mp3,5,data/mels/129883.npy
119063,Experimental,data/fma_small/119/119063.mp3,3,data/mels/119063.npy
91933,Folk,data/fma_small/091/091933.mp3,2,data/mels/91933.npy
108475,Instrumental,data/fma_small/108/108475.mp3,7,data/mels/108475.npy
110207,Experimental,data/fma_small/110/110207.mp3,3,data/mels/110207.npy
108308,Folk,data/fma_small/108/108308.mp3,2,data/mels/108308.npy
108837,Hip-Hop,data/fma_small/108/108837.mp3,0,data/mels/108837.npy
144423,Electronic,data/fma_small/144/144423.mp3,6,data/mels/144423.npy
69563,Hip-Hop,data/fma_small/069/069563.mp3,0,data/mels/69563.npy
24524,Experimental,data/fma_small/024/024524.mp3,3,data/mels/24524.npy
134454,Instrumental,data/fma_small/134/134454.mp3,7,data/mels/134454.npy
94803,Electronic,data/fma_small/094/094803.mp3,6,data/mels/94803.npy
5170,Folk,data/fma_small/005/005170.mp3,2,data/mels/5170.npy
52121,International,data/fma_small/052/052121.mp3,5,data/mels/52121.npy
14539,Hip-Hop,data/fma_small/014/014539.mp3,0,data/mels/14539.npy
117161,Instrumental,data/fma_small/117/117161.mp3,7,data/mels/117161.npy
108339,Electronic,data/fma_small/108/108339.mp3,6,data/mels/108339.npy
52040,Pop,data/fma_small/052/052040.mp3,1,data/mels/52040.npy
109972,Pop,data/fma_small/109/109972.mp3,1,data/mels/109972.npy
38906,Experimental,data/fma_small/038/038906.mp3,3,data/mels/38906.npy
23039,Pop,data/fma_small/023/023039.mp3,1,data/mels/23039.npy
121656,Instrumental,data/fma_small/121/121656.mp3,7,data/mels/121656.npy
112781,Experimental,data/fma_small/112/112781.mp3,3,data/mels/112781.npy
4070,International,data/fma_small/004/004070.mp3,5,data/mels/4070.npy
78847,Hip-Hop,data/fma_small/078/078847.mp3,0,data/mels/78847.npy
130758,Folk,data/fma_small/130/130758.mp3,2,data/mels/130758.npy
36481,Rock,data/fma_small/036/036481.mp3,4,data/mels/36481.npy
11264,Rock,data/fma_small/011/011264.mp3,4,data/mels/11264.npy
108969,Rock,data/fma_small/108/108969.mp3,4,data/mels/108969.npy
106566,Rock,data/fma_small/106/106566.mp3,4,data/mels/106566.npy
43172,International,data/fma_small/043/043172.mp3,5,data/mels/43172.npy
91443,Folk,data/fma_small/091/091443.mp3,2,data/mels/91443.npy
132787,Pop,data/fma_small/132/132787.mp3,1,data/mels/132787.npy
666,International,data/fma_small/000/000666.mp3,5,data/mels/666.npy
67010,Pop,data/fma_small/067/067010.mp3,1,data/mels/67010.npy
120109,Pop,data/fma_small/120/120109.mp3,1,data/mels/120109.npy
107850,Hip-Hop,data/fma_small/107/107850.mp3,0,data/mels/107850.npy
105145,Rock,data/fma_small/105/105145.mp3,4,data/mels/105145.npy
72927,Experimental,data/fma_small/072/072927.mp3,3,data/mels/72927.npy
52036,Pop,data/fma_small/052/052036.mp3,1,data/mels/52036.npy
43843,Folk,data/fma_small/043/043843.mp3,2,data/mels/43843.npy
94035,Instrumental,data/fma_small/094/094035.mp3,7,data/mels/94035.npy
93075,Folk,data/fma_small/093/093075.mp3,2,data/mels/93075.npy
126317,Instrumental,data/fma_small/126/126317.mp3,7,data/mels/126317.npy
814,Folk,data/fma_small/000/000814.mp3,2,data/mels/814.npy
108476,Instrumental,data/fma_small/108/108476.mp3,7,data/mels/108476.npy
102195,Rock,data/fma_small/102/102195.mp3,4,data/mels/102195.npy
137426,Rock,data/fma_small/137/137426.mp3,4,data/mels/137426.npy
27797,Pop,data/fma_small/027/027797.mp3,1,data/mels/27797.npy
110711,Experimental,data/fma_small/110/110711.mp3,3,data/mels/110711.npy
51999,International,data/fma_small/051/051999.mp3,5,data/mels/51999.npy
44092,Electronic,data/fma_small/044/044092.mp3,6,data/mels/44092.npy
75784,Rock,data/fma_small/075/075784.mp3,4,data/mels/75784.npy
50283,International,data/fma_small/050/050283.mp3,5,data/mels/50283.npy
108036,Rock,data/fma_small/108/108036.mp3,4,data/mels/108036.npy
107030,Hip-Hop,data/fma_small/107/107030.mp3,0,data/mels/107030.npy
47192,Experimental,data/fma_small/047/047192.mp3,3,data/mels/47192.npy
97962,Electronic,data/fma_small/097/097962.mp3,6,data/mels/97962.npy
75437,Instrumental,data/fma_small/075/075437.mp3,7,data/mels/75437.npy
74386,Experimental,data/fma_small/074/074386.mp3,3,data/mels/74386.npy
48861,Experimental,data/fma_small/048/048861.mp3,3,data/mels/48861.npy
146018,Instrumental,data/fma_small/146/146018.mp3,7,data/mels/146018.npy
11774,Hip-Hop,data/fma_small/011/011774.mp3,0,data/mels/11774.npy
148031,Hip-Hop,data/fma_small/148/148031.mp3,0,data/mels/148031.npy
36959,Pop,data/fma_small/036/036959.mp3,1,data/mels/36959.npy
84097,Electronic,data/fma_small/084/084097.mp3,6,data/mels/84097.npy
47894,Pop,data/fma_small/047/047894.mp3,1,data/mels/47894.npy
137054,Electronic,data/fma_small/137/137054.mp3,6,data/mels/137054.npy
148537,Rock,data/fma_small/148/148537.mp3,4,data/mels/148537.npy
695,Hip-Hop,data/fma_small/000/000695.mp3,0,data/mels/695.npy
85436,Folk,data/fma_small/085/085436.mp3,2,data/mels/85436.npy
128443,Hip-Hop,data/fma_small/128/128443.mp3,0,data/mels/128443.npy
143097,Rock,data/fma_small/143/143097.mp3,4,data/mels/143097.npy
56895,Pop,data/fma_small/056/056895.mp3,1,data/mels/56895.npy
75393,Hip-Hop,data/fma_small/075/075393.mp3,0,data/mels/75393.npy
31889,International,data/fma_small/031/031889.mp3,5,data/mels/31889.npy
148133,Instrumental,data/fma_small/148/148133.mp3,7,data/mels/148133.npy
122578,Pop,data/fma_small/122/122578.mp3,1,data/mels/122578.npy
105141,Rock,data/fma_small/105/105141.mp3,4,data/mels/105141.npy
137170,Instrumental,data/fma_small/137/137170.mp3,7,data/mels/137170.npy
24842,International,data/fma_small/024/024842.mp3,5,data/mels/24842.npy
56498,Hip-Hop,data/fma_small/056/056498.mp3,0,data/mels/56498.npy
126773,Electronic,data/fma_small/126/126773.mp3,6,data/mels/126773.npy
68861,Folk,data/fma_small/068/068861.mp3,2,data/mels/68861.npy
99371,International,data/fma_small/099/099371.mp3,5,data/mels/99371.npy
67412,Rock,data/fma_small/067/067412.mp3,4,data/mels/67412.npy
55236,International,data/fma_small/055/055236.mp3,5,data/mels/55236.npy
64556,Folk,data/fma_small/064/064556.mp3,2,data/mels/64556.npy
17132,Folk,data/fma_small/017/017132.mp3,2,data/mels/17132.npy
121319,Hip-Hop,data/fma_small/121/121319.mp3,0,data/mels/121319.npy
135340,Pop,data/fma_small/135/135340.mp3,1,data/mels/135340.npy
36097,Electronic,data/fma_small/036/036097.mp3,6,data/mels/36097.npy
14386,Hip-Hop,data/fma_small/014/014386.mp3,0,data/mels/14386.npy
139770,Rock,data/fma_small/139/139770.mp3,4,data/mels/139770.npy
24217,Experimental,data/fma_small/024/024217.mp3,3,data/mels/24217.npy
6363,International,data/fma_small/006/006363.mp3,5,data/mels/6363.npy
144216,Hip-Hop,data/fma_small/144/144216.mp3,0,data/mels/144216.npy
3766,Rock,data/fma_small/003/003766.mp3,4,data/mels/3766.npy
145754,Electronic,data/fma_small/145/145754.mp3,6,data/mels/145754.npy
144810,Experimental,data/fma_small/144/144810.mp3,3,data/mels/144810.npy
41605,Experimental,data/fma_small/041/041605.mp3,3,data/mels/41605.npy
65752,Hip-Hop,data/fma_small/065/065752.mp3,0,data/mels/65752.npy
44799,Experimental,data/fma_small/044/044799.mp3,3,data/mels/44799.npy
59657,International,data/fma_small/059/059657.mp3,5,data/mels/59657.npy
27975,International,data/fma_small/027/027975.mp3,5,data/mels/27975.npy
113032,Hip-Hop,data/fma_small/113/113032.mp3,0,data/mels/113032.npy
124411,Experimental,data/fma_small/124/124411.mp3,3,data/mels/124411.npy
69198,Electronic,data/fma_small/069/069198.mp3,6,data/mels/69198.npy
142519,Folk,data/fma_small/142/142519.mp3,2,data/mels/142519.npy
38907,Experimental,data/fma_small/038/038907.mp3,3,data/mels/38907.npy
72456,Rock,data/fma_small/072/072456.mp3,4,data/mels/72456.npy
136275,Rock,data/fma_small/136/136275.mp3,4,data/mels/136275.npy
138065,Pop,data/fma_small/138/138065.mp3,1,data/mels/138065.npy
69768,Folk,data/fma_small/069/069768.mp3,2,data/mels/69768.npy
92874,Experimental,data/fma_small/092/092874.mp3,3,data/mels/92874.npy
57175,Folk,data/fma_small/057/057175.mp3,2,data/mels/57175.npy
108499,Hip-Hop,data/fma_small/108/108499.mp3,0,data/mels/108499.npy
36435,Electronic,data/fma_small/036/036435.mp3,6,data/mels/36435.npy
11785,Hip-Hop,data/fma_small/011/011785.mp3,0,data/mels/11785.npy
114943,International,data/fma_small/114/114943.mp3,5,data/mels/114943.npy
100478,Hip-Hop,data/fma_small/100/100478.mp3,0,data/mels/100478.npy
74302,Experimental,data/fma_small/074/074302.mp3,3,data/mels/74302.npy
68897,Electronic,data/fma_small/068/068897.mp3,6,data/mels/68897.npy
149625,Hip-Hop,data/fma_small/149/149625.mp3,0,data/mels/149625.npy
107913,Electronic,data/fma_small/107/107913.mp3,6,data/mels/107913.npy
53228,Pop,data/fma_small/053/053228.mp3,1,data/mels/53228.npy
60143,International,data/fma_small/060/060143.mp3,5,data/mels/60143.npy
24720,International,data/fma_small/024/024720.mp3,5,data/mels/24720.npy
119579,Experimental,data/fma_small/119/119579.mp3,3,data/mels/119579.npy
2099,Pop,data/fma_small/002/002099.mp3,1,data/mels/2099.npy
3761,Rock,data/fma_small/003/003761.mp3,4,data/mels/3761.npy
80680,International,data/fma_small/080/080680.mp3,5,data/mels/80680.npy
4092,International,data/fma_small/004/004092.mp3,5,data/mels/4092.npy
154309,Hip-Hop,data/fma_small/154/154309.mp3,0,data/mels/154309.npy
138069,Pop,data/fma_small/138/138069.mp3,1,data/mels/138069.npy
119899,Instrumental,data/fma_small/119/119899.mp3,7,data/mels/119899.npy
26298,Pop,data/fma_small/026/026298.mp3,1,data/mels/26298.npy
59663,International,data/fma_small/059/059663.mp3,5,data/mels/59663.npy
11794,Hip-Hop,data/fma_small/011/011794.mp3,0,data/mels/11794.npy
93981,International,data/fma_small/093/093981.mp3,5,data/mels/93981.npy
14737,Rock,data/fma_small/014/014737.mp3,4,data/mels/14737.npy
26026,Hip-Hop,data/fma_small/026/026026.mp3,0,data/mels/26026.npy
110108,Electronic,data/fma_small/110/110108.mp3,6,data/mels/110108.npy
113266,International,data/fma_small/113/113266.mp3,5,data/mels/113266.npy
64863,Experimental,data/fma_small/064/064863.mp3,3,data/mels/64863.npy
51203,Experimental,data/fma_small/051/051203.mp3,3,data/mels/51203.npy
40236,Folk,data/fma_small/040/040236.mp3,2,data/mels/40236.npy
64604,Experimental,data/fma_small/064/064604.mp3,3,data/mels/64604.npy
110546,Rock,data/fma_small/110/110546.mp3,4,data/mels/110546.npy
124517,Experimental,data/fma_small/124/124517.mp3,3,data/mels/124517.npy
98339,International,data/fma_small/098/098339.mp3,5,data/mels/98339.npy
44797,Experimental,data/fma_small/044/044797.mp3,3,data/mels/44797.npy
26652,Electronic,data/fma_small/026/026652.mp3,6,data/mels/26652.npy
87187,Pop,data/fma_small/087/087187.mp3,1,data/mels/87187.npy
52393,Pop,data/fma_small/052/052393.mp3,1,data/mels/52393.npy
29042,Electronic,data/fma_small/029/029042.mp3,6,data/mels/29042.npy
98838,Electronic,data/fma_small/098/098838.mp3,6,data/mels/98838.npy
126220,Instrumental,data/fma_small/126/126220.mp3,7,data/mels/126220.npy
118484,Experimental,data/fma_small/118/118484.mp3,3,data/mels/118484.npy
107183,International,data/fma_small/107/107183.mp3,5,data/mels/107183.npy
59673,International,data/fma_small/059/059673.mp3,5,data/mels/59673.npy
128666,Hip-Hop,data/fma_small/128/128666.mp3,0,data/mels/128666.npy
6394,International,data/fma_small/006/006394.mp3,5,data/mels/6394.npy
148212,Folk,data/fma_small/148/148212.mp3,2,data/mels/148212.npy
11638,Instrumental,data/fma_small/011/011638.mp3,7,data/mels/11638.npy
